touch_id,org_id,campaign,channel,timestamp,clicked,converted
mkt_0va0stka,org_wm31yiha,upgrade_enterprise,in_app,2025-08-01,True,False
mkt_0914abaz,org_t1ghr09s,webinar_finops,event,2025-07-08,False,True
mkt_d84vf161,org_nam148p0,genai_launch,ads,2025-07-26,True,False
mkt_85ibjubi,org_g8sbi4q2,upgrade_pro,ads,2025-07-27,False,False
mkt_6mghagmb,org_om5igqpk,welcome,event,2025-05-24,False,False
mkt_362m9e5i,org_h2m5zja8,upgrade_pro,event,2025-07-15,False,False
mkt_mlz6iost,org_ir4cowgz,webinar_finops,in_app,2025-05-15,False,False
mkt_uzhg1gf4,org_9mx2x18h,genai_launch,email,2025-05-09,False,False
mkt_ofpatm0t,org_dzr1yxr2,upgrade_enterprise,email,2025-05-17,True,False
mkt_xe321d5c,org_sg65kxvf,upgrade_pro,event,2025-08-13,False,False
mkt_21o6ww8e,org_axeqbnhl,upgrade_pro,event,2025-07-09,False,False
mkt_irhrlnf6,org_0lzjjege,security_week,ads,2025-08-14,False,False
mkt_nv5xu6m9,org_253j2d54,upgrade_pro,in_app,2025-08-21,True,False
mkt_deocirio,org_wnnhj7xv,welcome,event,2025-06-13,True,False
mkt_74jlys7j,org_x7eedtjv,webinar_finops,ads,2025-07-17,True,False
mkt_d6z6pq1a,org_phr62gds,upgrade_enterprise,ads,2025-07-05,True,True
mkt_uf0tj5jg,org_xaji0y6d,welcome,in_app,2025-07-11,True,False
mkt_zcy4mljz,org_ir4cowgz,welcome,ads,2025-06-09,False,False
mkt_fudi4sp7,org_zbikcidk,upgrade_enterprise,email,2025-08-03,False,False
mkt_qfq9n04f,org_7e8g8jdp,webinar_finops,email,2025-07-29,False,True
mkt_dtzj2l72,org_cvs4f8cg,upgrade_enterprise,event,2025-08-30,True,False
mkt_v08ktrpw,org_dppq0y9d,upgrade_enterprise,event,2025-05-04,True,False
mkt_3hhigvum,org_pnsm43d8,welcome,event,2025-08-15,False,False
mkt_mwcmzx8j,org_pbhsahxt,welcome,email,2025-06-26,False,False
mkt_5ms20t3t,org_874frhoc,upgrade_enterprise,event,2025-08-04,True,False
mkt_9lp2e2as,org_pvs7hzio,security_week,event,2025-08-10,False,False
mkt_oevgkh25,org_y9v86wzs,webinar_finops,in_app,2025-08-30,True,False
mkt_0cvgfgm1,org_0lzjjege,upgrade_pro,email,2025-08-22,False,False
mkt_tm27o19q,org_dhylurtp,security_week,event,2025-05-05,True,True
mkt_tg15xd82,org_phr62gds,webinar_finops,email,2025-06-02,True,False
mkt_ijkuv2vx,org_n9j2qp89,upgrade_pro,ads,2025-08-23,False,False
mkt_o3peoj3m,org_kdgigatj,security_week,event,2025-08-05,False,False
mkt_48ngc4xa,org_pseimvih,welcome,in_app,2025-06-10,False,False
mkt_ic0dhnhw,org_vyie6ivw,webinar_finops,ads,2025-05-24,False,True
mkt_ekqdvnab,org_xaji0y6d,upgrade_pro,event,2025-07-16,True,False
mkt_87frboo7,org_l58kxo9t,upgrade_pro,event,2025-06-06,False,False
mkt_03b95ohs,org_xll4zklo,webinar_finops,email,2025-06-10,True,False
mkt_7auigjd3,org_nam148p0,welcome,ads,2025-06-13,False,False
mkt_x4yh5hoa,org_fel6246h,security_week,ads,2025-08-06,False,False
mkt_7wkdpehd,org_dhylurtp,upgrade_enterprise,in_app,2025-06-27,False,True
mkt_m6k6hgq6,org_cwi64ciy,upgrade_enterprise,email,2025-05-15,False,False
mkt_srp7b4hj,org_xll4zklo,upgrade_enterprise,in_app,2025-08-04,True,False
mkt_kwbjpclm,org_zhwjr64d,upgrade_pro,in_app,2025-08-05,False,False
mkt_sp94rwgk,org_g0fn9xuy,upgrade_pro,email,2025-05-13,True,False
mkt_g5khl1cr,org_w3zp08j3,upgrade_enterprise,ads,2025-05-10,True,False
mkt_hm22snju,org_253j2d54,genai_launch,event,2025-07-30,False,False
mkt_9f51ni4e,org_pbhsahxt,genai_launch,email,2025-07-11,False,False
mkt_ubygs0jx,org_rixa11dp,welcome,in_app,2025-06-04,True,False
mkt_9amsm5r7,org_dbdw2pcn,welcome,in_app,2025-07-03,False,False
mkt_goklva2u,org_jxepq85j,welcome,email,2025-08-11,False,False
mkt_htjpk4w0,org_gv0e38da,genai_launch,email,2025-07-27,False,False
mkt_kq8sjqon,org_rixa11dp,welcome,in_app,2025-05-08,False,False
mkt_tqx45joq,org_sg65kxvf,upgrade_enterprise,in_app,2025-05-11,True,False
mkt_ynit38cx,org_ktakpuxq,webinar_finops,event,2025-07-10,False,True
mkt_5dnsvbcq,org_pvs7hzio,upgrade_enterprise,event,2025-05-20,False,False
mkt_7g4asmzx,org_ujv6oh9s,security_week,email,2025-07-29,True,False
mkt_4nkio5b6,org_ir4cowgz,genai_launch,ads,2025-05-11,True,False
mkt_iijpshox,org_om5igqpk,upgrade_pro,event,2025-07-14,True,False
mkt_xaoz5e7g,org_g8sbi4q2,upgrade_pro,event,2025-07-26,True,False
mkt_go46x1w1,org_trp0j43d,upgrade_enterprise,ads,2025-08-30,True,True
mkt_qxph1y3b,org_ykl1cq99,security_week,email,2025-06-12,False,False
mkt_qhok3zy5,org_ktakpuxq,webinar_finops,ads,2025-05-16,True,False
mkt_sro0l9la,org_t1ghr09s,security_week,email,2025-07-04,False,False
mkt_yke3zcxu,org_uzfk8ut0,upgrade_pro,event,2025-08-03,False,False
mkt_11to0bog,org_t1ghr09s,webinar_finops,email,2025-05-17,True,False
mkt_cc1u86ag,org_ofqewaou,genai_launch,event,2025-07-04,True,False
mkt_3u1swyut,org_1n13jcat,security_week,event,2025-07-20,False,False
mkt_fefz811i,org_1swjckjl,webinar_finops,event,2025-07-02,False,False
mkt_d07t3ljo,org_41ibljh7,security_week,ads,2025-06-03,False,False
mkt_kbzvyx9d,org_ktakpuxq,upgrade_enterprise,email,2025-07-09,True,False
mkt_18k9vak1,org_1t2tala7,genai_launch,ads,2025-05-30,False,False
mkt_vpangw3p,org_c11ertj5,upgrade_enterprise,in_app,2025-08-21,False,False
mkt_ajvf9i60,org_rixa11dp,welcome,in_app,2025-07-03,False,False
mkt_k23z2y3c,org_zhwjr64d,upgrade_enterprise,ads,2025-05-23,True,False
mkt_0eq4aw8j,org_t1ghr09s,webinar_finops,email,2025-07-25,True,False
mkt_he5s517d,org_sg65kxvf,upgrade_pro,ads,2025-08-17,False,False
mkt_xj17x6xd,org_ofqewaou,webinar_finops,in_app,2025-06-10,True,False
mkt_a71ebvfw,org_jxepq85j,upgrade_enterprise,in_app,2025-07-07,False,False
mkt_b5hsts68,org_l58kxo9t,upgrade_enterprise,event,2025-06-15,False,False
mkt_cfff8tx1,org_tvhhpbmy,security_week,ads,2025-06-06,False,False
mkt_34l8xafs,org_pbhsahxt,upgrade_enterprise,email,2025-07-22,False,False
mkt_umuxqjct,org_4zw9xa3k,webinar_finops,event,2025-05-15,False,True
mkt_pvev64gr,org_a7tz0ync,webinar_finops,ads,2025-08-09,False,False
mkt_oabeawqw,org_l58kxo9t,webinar_finops,in_app,2025-08-13,False,False
mkt_29py5kh2,org_pbhsahxt,upgrade_enterprise,email,2025-05-13,False,False
mkt_nxxms3ra,org_ykl1cq99,genai_launch,email,2025-06-12,True,False
mkt_g0kxxkxn,org_ohp6vz41,welcome,ads,2025-07-20,True,False
mkt_oad78qig,org_om5igqpk,upgrade_pro,event,2025-05-31,False,False
mkt_6uo3zin1,org_8mdd4v30,welcome,ads,2025-08-24,False,False
mkt_a7kne1yb,org_8mdd4v30,genai_launch,email,2025-05-19,True,False
mkt_mzpsctpn,org_h2m5zja8,upgrade_enterprise,in_app,2025-06-13,False,False
mkt_7y853j5s,org_8mdd4v30,webinar_finops,ads,2025-06-16,True,False
mkt_fmzqrsjz,org_cvs4f8cg,webinar_finops,event,2025-05-25,False,False
mkt_o98iboq1,org_t9nt3w5u,welcome,ads,2025-08-25,False,False
mkt_8oveuur6,org_vyie6ivw,webinar_finops,event,2025-06-05,False,False
mkt_56ebjvnf,org_wm31yiha,welcome,event,2025-07-31,True,False
mkt_owapcq7v,org_uzfk8ut0,genai_launch,ads,2025-08-13,False,False
mkt_g6n968xf,org_d14ve92m,genai_launch,in_app,2025-07-21,False,False
mkt_6v8th105,org_zhwjr64d,upgrade_enterprise,event,2025-05-24,False,False
mkt_oszqg6pk,org_kdgigatj,welcome,event,2025-07-20,False,False
mkt_isb8363d,org_dbdw2pcn,security_week,event,2025-05-23,False,False
mkt_htg1d9ob,org_nam148p0,webinar_finops,in_app,2025-05-16,False,False
mkt_6kb9z7fw,org_g8sbi4q2,welcome,email,2025-05-12,False,False
mkt_0c20x450,org_1t2tala7,webinar_finops,email,2025-06-04,False,False
mkt_uheh3rfw,org_a7tz0ync,genai_launch,in_app,2025-06-21,False,False
mkt_tevtx3nf,org_i7p5tb94,genai_launch,in_app,2025-06-28,True,False
mkt_27e6l8xc,org_pac56t4u,genai_launch,event,2025-07-17,False,False
mkt_gmiurpv2,org_pvs7hzio,upgrade_pro,email,2025-06-28,True,False
mkt_wj6o6u91,org_y9v86wzs,security_week,in_app,2025-05-22,True,False
mkt_79b9nt5d,org_ktakpuxq,upgrade_pro,event,2025-07-14,False,False
mkt_xi7qodsu,org_ujv6oh9s,security_week,ads,2025-06-08,False,False
mkt_9f16x14a,org_i3qk2iag,welcome,event,2025-07-05,False,False
mkt_i7reficg,org_7e8g8jdp,security_week,in_app,2025-08-28,False,False
mkt_xloarrxc,org_0lzjjege,genai_launch,ads,2025-08-29,False,False
mkt_9midux8f,org_nam148p0,upgrade_enterprise,in_app,2025-08-22,False,False
mkt_mw4vchrh,org_sg65kxvf,welcome,event,2025-08-27,True,False
mkt_bkgk9jqt,org_sg65kxvf,webinar_finops,event,2025-05-16,False,True
mkt_ajpp8oei,org_ujv6oh9s,welcome,email,2025-05-18,False,False
mkt_975yql1v,org_8mdd4v30,genai_launch,event,2025-07-19,False,True
mkt_2w9y49dz,org_zhwjr64d,upgrade_pro,event,2025-06-01,False,False
mkt_8ftmjn8b,org_xll4zklo,webinar_finops,event,2025-07-25,False,False
mkt_3umam003,org_wnnhj7xv,upgrade_enterprise,event,2025-06-05,False,False
mkt_l4jzwyix,org_w3zp08j3,security_week,event,2025-08-09,False,False
mkt_7brrbai3,org_w3zp08j3,upgrade_enterprise,email,2025-07-10,False,False
mkt_al6eja1v,org_he7ur23g,webinar_finops,event,2025-06-17,True,False
mkt_2tg2ahn1,org_zhwjr64d,upgrade_enterprise,event,2025-08-02,True,False
mkt_10bs6to8,org_zbikcidk,genai_launch,ads,2025-05-06,False,True
mkt_wyaqtflv,org_l58kxo9t,upgrade_enterprise,ads,2025-05-18,False,False
mkt_m8nyzhhi,org_n9j2qp89,upgrade_enterprise,in_app,2025-06-13,False,False
mkt_zebg9k4s,org_c11ertj5,webinar_finops,event,2025-05-08,False,False
mkt_sb1pbzvr,org_8mdd4v30,webinar_finops,ads,2025-07-03,False,False
mkt_8vbyezd4,org_pvs7hzio,upgrade_pro,email,2025-05-26,False,False
mkt_3w95ch4f,org_ohp6vz41,genai_launch,in_app,2025-08-12,False,False
mkt_odmjmbfo,org_okep7y6w,security_week,in_app,2025-07-07,False,False
mkt_gevokqy9,org_sg65kxvf,genai_launch,email,2025-08-26,False,False
mkt_flvqarjz,org_1n13jcat,genai_launch,ads,2025-07-28,False,False
mkt_k08ct617,org_9t84azyt,welcome,email,2025-07-20,False,False
mkt_6c1k03u0,org_pnsm43d8,genai_launch,email,2025-08-17,True,False
mkt_up229eoi,org_ohp6vz41,webinar_finops,in_app,2025-05-26,False,False
mkt_zu7n9en0,org_pht0hl9x,webinar_finops,in_app,2025-06-20,False,False
mkt_kertqhno,org_ir4cowgz,welcome,in_app,2025-06-12,True,False
mkt_l3obopab,org_n9j2qp89,welcome,in_app,2025-07-11,False,False
mkt_05dwjate,org_l58kxo9t,upgrade_enterprise,ads,2025-07-30,False,False
mkt_4vv9c0xf,org_pbhsahxt,upgrade_enterprise,event,2025-07-30,True,False
mkt_evmy1qnq,org_teiyzcot,upgrade_pro,email,2025-08-12,False,False
mkt_viexgobz,org_wnnhj7xv,upgrade_pro,event,2025-07-17,False,False
mkt_pe8m3rkl,org_c11ertj5,webinar_finops,event,2025-05-23,True,False
mkt_39vel08k,org_3t60rjiw,upgrade_enterprise,ads,2025-06-18,False,True
mkt_klseauzv,org_i3qk2iag,upgrade_pro,in_app,2025-06-30,False,False
mkt_mmh541oo,org_wnnhj7xv,webinar_finops,ads,2025-07-19,True,False
mkt_5vyfrrlo,org_trp0j43d,webinar_finops,event,2025-06-07,True,False
mkt_a8o34lpq,org_vyie6ivw,security_week,event,2025-07-03,False,False
mkt_k5fp7ah2,org_xaji0y6d,welcome,ads,2025-08-13,False,False
mkt_csanhapy,org_vyie6ivw,webinar_finops,event,2025-05-23,False,False
mkt_wdrdpmpc,org_5iqvnb4g,webinar_finops,event,2025-08-21,False,False
mkt_ejcilpjz,org_dppq0y9d,welcome,ads,2025-08-13,False,False
mkt_80nd3y9q,org_vyie6ivw,webinar_finops,event,2025-05-11,True,False
mkt_b0e7cxsu,org_41ibljh7,upgrade_pro,in_app,2025-06-13,False,False
mkt_o874ohl5,org_l58kxo9t,webinar_finops,ads,2025-06-10,True,False
mkt_thlvjyqt,org_zhwjr64d,welcome,in_app,2025-06-02,False,False
mkt_aybgi0rr,org_5935a0l7,webinar_finops,email,2025-06-07,False,False
mkt_0tiaxufv,org_0lzjjege,security_week,in_app,2025-08-01,True,False
mkt_pig3yvr2,org_253j2d54,webinar_finops,in_app,2025-06-22,False,False
mkt_eu4kb57l,org_trp0j43d,welcome,event,2025-07-16,False,False
mkt_1376qwvg,org_pvs7hzio,genai_launch,event,2025-07-20,False,False
mkt_fri7fz5x,org_nam148p0,upgrade_pro,ads,2025-07-11,False,False
mkt_biguj9cw,org_53lc58dr,upgrade_enterprise,event,2025-07-03,False,False
mkt_i2skhkxv,org_cvs4f8cg,security_week,event,2025-05-15,True,True
mkt_s6aylld4,org_4zw9xa3k,upgrade_enterprise,ads,2025-08-20,True,False
mkt_yeo6ppyw,org_dbdw2pcn,genai_launch,ads,2025-05-19,True,False
mkt_h8ea329h,org_xll4zklo,upgrade_pro,event,2025-05-04,False,False
mkt_f1pw26rq,org_x7eedtjv,welcome,email,2025-08-25,False,False
mkt_h7o0zbo7,org_uzfk8ut0,upgrade_pro,email,2025-06-26,True,False
mkt_0b2aubnb,org_kdgigatj,genai_launch,email,2025-07-03,False,False
mkt_wgskwd3x,org_zhwjr64d,genai_launch,in_app,2025-08-19,False,False
mkt_2kb6jy5r,org_zbikcidk,upgrade_pro,email,2025-05-08,False,False
mkt_1sppn74p,org_chj755nf,welcome,email,2025-08-15,True,False
